customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.daily
1628-BIZYP,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Sí,Electronic check,85.0,85.0,2.8333333333333335
1629-DQQVB,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,14,Con servicio telefónico,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,1.6700000000000002
1635-FJFCC,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),44.05,202.15,1.4683333333333333
1635-HDGFT,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,19,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,0.6833333333333333
1635-NZATJ,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,71,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,0.8483333333333333
1636-NTNCO,Permanece en la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,4,Sin servicio telefónico,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Sí,Credit card (automatic),50.95,207.35,1.6983333333333335
1640-PLFMP,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,70.25,70.25,2.341666666666667
1641-BYBTK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,6,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.2,98.35,0.6733333333333333
1641-RQDAY,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,Tiene dependientes,32,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,100.4,3217.65,3.3466666666666667
1642-HMARX,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,68,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Electronic check,91.7,6424.7,3.0566666666666666
1644-IRKSF,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,33,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sí,Electronic check,93.8,3124.5,3.1266666666666665
1656-DRSMG,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,63,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Sí,Credit card (automatic),109.85,7002.95,3.6616666666666666
1657-DYMBM,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,53,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0.6633333333333333
1658-BYGOY,Abandonó la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,95.45,1752.55,3.1816666666666666
1658-TJVOA,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,6,Con servicio telefónico,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sí,Electronic check,74.1,450.9,2.4699999999999998
1658-XUHBX,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,Tiene dependientes,59,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Sí,Credit card (automatic),88.75,5348.65,2.9583333333333335
1660-HSOOQ,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,DSL,No,No,Yes,No,No,No,Month-to-month,Sí,Mailed check,49.65,49.65,1.655
1661-CZBAU,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,48,Con servicio telefónico,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Sí,Bank transfer (automatic),70.95,3629.2,2.365
1663-MHLHE,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,0.64
1666-JXLKU,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,37,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,100.05,3810.55,3.335
1666-JZPZT,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,27,Con servicio telefónico,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,1.6333333333333333
1670-SVOWZ,Abandonó la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,14,Con servicio telefónico,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Sí,Credit card (automatic),89.65,1208.35,2.9883333333333337
1676-MQAOA,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,72,Con servicio telefónico,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Sí,Bank transfer (automatic),75.1,5336.35,2.503333333333333
1678-FYZOW,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,79.4,244.65,2.646666666666667
1679-JRFBR,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,70,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sí,Credit card (automatic),108.15,7930.55,3.605
1680-VDCWW,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0.66
1682-VCOIO,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,23,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,481.1,0.6816666666666666
1684-FLBGS,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,23,Con servicio telefónico,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Sí,Credit card (automatic),69.5,1652.1,2.316666666666667
1685-BQULA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,40,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sí,Bank transfer (automatic),93.4,3756.4,3.1133333333333337
1685-VAYJF,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,11,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,1.5066666666666668
1686-STUHN,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,42,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,849.9,0.66
1689-MRZQR,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,34,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,2.61
1689-YQBYY,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,12,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,76.6,893.0,2.5533333333333332
1696-HXOWK,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,71,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,3.1883333333333335
1696-MZVAU,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,39,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,One year,Sí,Credit card (automatic),25.25,947.75,0.8416666666666667
1697-BCSHV,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,58,Con servicio telefónico,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Sí,Bank transfer (automatic),66.8,3970.4,2.2266666666666666
1697-LYYYX,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,61,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,0.6366666666666667
1697-NVVGY,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,19,Con servicio telefónico,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,2.2133333333333334
1698-XFZCI,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,61,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sí,Electronic check,107.75,6521.9,3.591666666666667
1699-HPSBG,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,DSL,No,No,No,Yes,Yes,No,One year,Sí,Electronic check,59.8,727.8,1.9933333333333332
1699-TLDLZ,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,16,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,0.6566666666666666
1699-UOTXU,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,60,Con servicio telefónico,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,2.0466666666666664
1702-CCFNJ,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,52,Con servicio telefónico,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,2.045
1703-MGIAB,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,17,Con servicio telefónico,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Sí,Mailed check,69.0,1108.0,2.3
1704-NRWYE,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,9,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,80.85,751.65,2.695
1705-GUHPV,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,63,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,0.8066666666666666
1707-HABPF,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,46,Con servicio telefónico,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Sí,Bank transfer (automatic),91.3,4126.35,3.0433333333333334
1708-PBBOA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,42,Sin servicio telefónico,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Sí,Electronic check,54.75,2348.45,1.825
1709-EJDOX,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,47,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,0.6583333333333333
1710-RCXUS,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,51,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Sí,Credit card (automatic),90.35,4614.55,3.0116666666666663
1716-LSAMB,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,45,Con servicio telefónico,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,1.8216666666666665
1722-LDZJS,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,53,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,0.6733333333333333
1723-HKXJQ,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,42,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,101.75,4273.45,3.3916666666666666
1724-BQUHA,Abandonó la empresa,Male,Adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Electronic check,89.5,477.7,2.9833333333333334
1724-IQWNM,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.3,19.3,0.6433333333333333
1725-IQNIY,Abandonó la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,54,Con servicio telefónico,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,3.658333333333333
1725-MIMXW,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,1,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.45,19.45,0.6483333333333333
1728-BQDMA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,1.4816666666666667
1728-CXQBE,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,64,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sí,Electronic check,94.25,6081.4,3.1416666666666666
1729-VLAZJ,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,10,Sin servicio telefónico,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,1.3416666666666666
1730-VFMWO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,34,Con servicio telefónico,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,1.6733333333333333
1730-ZMAME,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,32,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,79.5,2665.0,2.65
1731-TVIUK,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,4,Con servicio telefónico,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Sí,Electronic check,93.5,362.2,3.1166666666666667
1732-FEKLD,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,54,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Sí,Bank transfer (automatic),94.75,5121.75,3.158333333333333
1732-VHUBQ,Abandonó la empresa,Female,Adulto mayor,Tiene pareja,Tiene dependientes,47,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,2.3516666666666666
1734-ZMNTZ,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,11,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,0.8333333333333334
1735-XMJVH,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,8,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.35,152.6,0.645
1740-CSDJP,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Sí,Bank transfer (automatic),35.25,35.25,1.175
1741-WTPON,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,56,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,3.8616666666666664
1744-JHKYS,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,34,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0.8233333333333334
1746-TGTWV,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,2.5116666666666663
1750-CSKKM,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,9,Con servicio telefónico,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75,1.845
1751-NCDLI,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,46,Con servicio telefónico,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sí,Electronic check,98.85,4564.9,3.295
1752-OZXFY,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,60,Con servicio telefónico,No,DSL,Yes,No,No,No,Yes,No,One year,Sí,Mailed check,59.8,3561.15,1.9933333333333332
1754-GKYPY,Permanece en la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,22,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sí,Bank transfer (automatic),89.75,1938.9,2.9916666666666667
1755-FZQEC,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,39,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,0.6633333333333333
1755-RMCXH,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,2,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,0.6766666666666666
1757-TCATG,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,35,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,0.6683333333333333
1760-CAZHT,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,25,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,0.6933333333333334
1761-AEZZR,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sí,Electronic check,79.55,79.55,2.6516666666666664
1763-KUAAW,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,0.6783333333333333
1763-WQFUK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,3,Con servicio telefónico,No,DSL,No,No,No,Yes,No,No,Month-to-month,Sí,Mailed check,50.5,147.75,1.6833333333333333
1764-VUUMT,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,Tiene dependientes,66,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,0.6649999999999999
1766-GKNMI,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,29,Con servicio telefónico,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sí,Electronic check,84.9,2516.2,2.83
1767-CJKBA,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,66,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,0.8366666666666667
1767-TGTKO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,8,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,45.45,411.75,1.5150000000000001
1768-HNVGJ,Permanece en la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,45,Con servicio telefónico,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Sí,Electronic check,70.05,3062.45,2.335
1768-ZAIFU,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,25.2,25.2,0.84
1769-GRUIK,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,18,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,71.1,1247.75,2.3699999999999997
1771-OADNZ,Abandonó la empresa,Male,Adulto mayor,Tiene pareja,No tiene dependientes,29,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sí,Electronic check,95.9,2745.2,3.1966666666666668
1775-KWJKQ,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,2.9949999999999997
1776-SPBWV,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,34,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),20.1,682.1,0.67
1777-JYQPJ,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Sin servicio telefónico,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0.81
1779-PWPMG,Permanece en la empresa,Female,Adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sí,Bank transfer (automatic),114.65,8333.95,3.8216666666666668
1784-BXEFA,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,10,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.55,187.35,0.685
1784-EZDKJ,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,51,Con servicio telefónico,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Sí,Bank transfer (automatic),106.8,5498.8,3.56
1785-BPHTP,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,28,Con servicio telefónico,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.45,2289.9,2.8483333333333336
1790-NESIO,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,13,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,20.4,261.3,0.6799999999999999
1791-PQHBB,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,2,Con servicio telefónico,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Sí,Credit card (automatic),61.2,125.95,2.04
1792-UXAFY,Abandonó la empresa,Female,Adulto mayor,No tiene pareja,No tiene dependientes,17,Con servicio telefónico,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sí,Electronic check,89.15,1496.9,2.9716666666666667
1794-HBQTJ,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),48.6,48.6,1.62
1794-SWWKL,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,15,Con servicio telefónico,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Sí,Bank transfer (automatic),59.65,867.1,1.9883333333333333
1796-JANOW,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,2,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,0.6649999999999999
1803-BGNBD,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,12,Con servicio telefónico,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Sí,Electronic check,54.3,654.5,1.8099999999999998
1809-DMJHQ,Abandonó la empresa,Female,No es adulto mayor,No tiene pareja,Tiene dependientes,5,Con servicio telefónico,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,1.5333333333333334
1810-BOHSY,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,No tiene dependientes,51,Con servicio telefónico,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Sí,Credit card (automatic),96.4,4911.05,3.2133333333333334
1810-MVMAI,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,30,Con servicio telefónico,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,2.253333333333333
1813-JLKWR,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,64,Con servicio telefónico,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0.66
1813-JYWTO,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,No tiene dependientes,72,Con servicio telefónico,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,2.6816666666666666
1814-DKOLC,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,5,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,0.8483333333333333
1814-WFGVS,Permanece en la empresa,Male,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Sin servicio telefónico,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,1.63
1816-FLZDK,Permanece en la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Sin servicio telefónico,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0.9716666666666666
1818-ESQMW,Permanece en la empresa,Female,No es adulto mayor,No tiene pareja,No tiene dependientes,27,Con servicio telefónico,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Sí,Electronic check,89.2,2383.6,2.9733333333333336
1820-DJFPH,Permanece en la empresa,Female,No es adulto mayor,Tiene pareja,Tiene dependientes,72,Con servicio telefónico,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),24.05,1709.15,0.8016666666666666
1820-TQVEV,Abandonó la empresa,Male,No es adulto mayor,No tiene pareja,No tiene dependientes,1,Con servicio telefónico,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.55,69.55,2.3183333333333334
